"Link_link__1AZfr href","ProductCard_card__cover__19-g3 src","Link_link__1AZfr","Link_link__1AZfr href 2","Link_link__1AZfr 2","ProductPrice_productPrice__price__3-50j","ProductPrice_productPrice__unit__2jvkA"
"https://www.traderjoes.com/home/products/pdp/single-origin-72-cacao-dark-chocolate-079073","https://www.traderjoes.com/content/dam/trjo/products/m21002/79073.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Single Origin 72% Cacao Dark Chocolate","$2.49","/3.5 Oz"
"https://www.traderjoes.com/home/products/pdp/flatbread-081299","https://www.traderjoes.com/content/dam/trjo/products/m20104/81299.png/jcr:content/renditions/cq5dam.web.1280.1280","Tortillas & Flatbreads","https://www.traderjoes.com/home/products/category/tortillas-flatbreads-23","Flatbread","$2.99","/12 Oz"
"https://www.traderjoes.com/home/products/pdp/dark-chocolate-thins-on-the-go-no-sugar-added-079514","https://www.traderjoes.com/content/dam/trjo/products/m21002/79514.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Dark Chocolate Thins On the Go! No Sugar Added","$2.99","/3.4 Oz"
"https://www.traderjoes.com/home/products/pdp/organic-silken-tofu-080590","https://www.traderjoes.com/content/dam/trjo/products/m20804/80590.png/jcr:content/renditions/cq5dam.web.1280.1280","Plant-based Protein","https://www.traderjoes.com/home/products/category/plant-based-protein-134","Organic Silken Tofu","$2.49","/16 Oz"
"https://www.traderjoes.com/home/products/pdp/spicy-dynamite-sauce-078428","https://www.traderjoes.com/content/dam/trjo/products/m20401/78428.png/jcr:content/renditions/cq5dam.web.1280.1280","Condiments","https://www.traderjoes.com/home/products/category/condiments-62","Spicy Dynamite Sauce","$1.99","/9.88 Oz"
"https://www.traderjoes.com/home/products/pdp/coffee-lovers-espresso-beans-062909","https://www.traderjoes.com/content/dam/trjo/products/m21002/62909.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Coffee Lover's Espresso Beans","$1.49","/2.5 Oz"
"https://www.traderjoes.com/home/products/pdp/cilantro-salad-dressing-036420","https://www.traderjoes.com/content/dam/trjo/products/m20405/36420.png/jcr:content/renditions/cq5dam.web.1280.1280","Dressing & Seasoning","https://www.traderjoes.com/home/products/category/dressing-seasoning-74","Cilantro Salad Dressing","$3.99","/12 Fl Oz"
"https://www.traderjoes.com/home/products/pdp/meatball-calzone-080527","https://www.traderjoes.com/content/dam/trjo/products/m20503/80527.png/jcr:content/renditions/cq5dam.web.1280.1280","Entrées & Center of Plate","https://www.traderjoes.com/home/products/category/entrees-center-of-plate-89","Meatball Calzone","$6.99","/16 Oz"
"https://www.traderjoes.com/home/products/pdp/organic-sour-apple-watermelon-fruit-leather-wrap-081316","https://www.traderjoes.com/content/dam/trjo/products/m21003/81316.png/jcr:content/renditions/cq5dam.web.1280.1280","Nuts, Dried Fruits, Seeds","https://www.traderjoes.com/home/products/category/nuts-dried-fruits-seeds-176","Organic Sour Apple Watermelon Fruit Leather Wrap","$0.49","/0.5 Oz"
"https://www.traderjoes.com/home/products/pdp/spicy-mango-habanero-guacamole-081067","https://www.traderjoes.com/content/dam/trjo/products/m20404/81067.png/jcr:content/renditions/cq5dam.web.1280.1280","Dip/Spread","https://www.traderjoes.com/home/products/category/dipspread-71","Spicy Mango Habanero Guacamole","$3.49","/10 Oz"
"https://www.traderjoes.com/home/products/pdp/roasted-tomato-labneh-dip-081050","https://www.traderjoes.com/content/dam/trjo/products/m20404/81050.png/jcr:content/renditions/cq5dam.web.1280.1280","Dip/Spread","https://www.traderjoes.com/home/products/category/dipspread-71","Roasted Tomato Labneh Dip","$3.49","/8.5 Oz"
"https://www.traderjoes.com/home/products/pdp/cinnamon-swirl-bread-sliced-080939","https://www.traderjoes.com/content/dam/trjo/products/m20101/80939.png/jcr:content/renditions/cq5dam.web.1280.1280","Sliced Bread","https://www.traderjoes.com/home/products/category/sliced-bread-14","Cinnamon Swirl Bread Sliced","$4.99","/18 Oz"
"https://www.traderjoes.com/home/products/pdp/seedless-lemons-074895","https://www.traderjoes.com/content/dam/trjo/products/m20701/74895.png/jcr:content/renditions/cq5dam.web.1280.1280","Fruits","https://www.traderjoes.com/home/products/category/fruits-116","Seedless Lemons","$2.99","/2 Lb"
"https://www.traderjoes.com/home/products/pdp/organic-ground-turmeric-068492","https://www.traderjoes.com/content/dam/trjo/products/m20906/68492.png/jcr:content/renditions/cq5dam.web.1280.1280","Spices","https://www.traderjoes.com/home/products/category/spices-155","Organic Ground Turmeric","$1.99","/2 Oz"
"https://www.traderjoes.com/home/products/pdp/lemon-basil-pasta-salad-061301","https://www.traderjoes.com/content/dam/trjo/products/m20501/61301.png/jcr:content/renditions/cq5dam.web.1280.1280","Salads, Soups & Sides","https://www.traderjoes.com/home/products/category/salads-soups-sides-83","Lemon Basil Pasta Salad","$4.99","/11.5 Oz"
"https://www.traderjoes.com/home/products/pdp/solid-light-yellowfin-tuna-iin-extra-virgin-olive-oil-074667","https://www.traderjoes.com/content/dam/trjo/products/m20902/74667.png/jcr:content/renditions/cq5dam.web.1280.1280","Packaged Fish, Meat, Fruit & Veg","https://www.traderjoes.com/home/products/category/packaged-fish-meat-fruit-veg-143","Solid Light Yellowfin Tuna iin Extra Virgin Olive Oil","$2.49","/4.5 Oz"
"https://www.traderjoes.com/home/products/pdp/sweet-spicy-rice-cracker-mix-079429","https://www.traderjoes.com/content/dam/trjo/products/m21001/79429.png/jcr:content/renditions/cq5dam.web.1280.1280","Chips, Crackers & Crunchy Bites","https://www.traderjoes.com/home/products/category/chips-crackers-crunchy-bites-170","Sweet & Spicy Rice Cracker Mix","$2.69","/8 Oz"
"https://www.traderjoes.com/home/products/pdp/organic-tofu-006237","https://www.traderjoes.com/content/dam/trjo/products/m20804/06237.png/jcr:content/renditions/cq5dam.web.1280.1280","Plant-based Protein","https://www.traderjoes.com/home/products/category/plant-based-protein-134","Organic Tofu","$2.49","/19 Oz"
"https://www.traderjoes.com/home/products/pdp/hass-avocado-093474","https://www.traderjoes.com/content/dam/trjo/products/m20701/93474.png/jcr:content/renditions/cq5dam.web.1280.1280","Fruits","https://www.traderjoes.com/home/products/category/fruits-116","Hass Avocado","$1.29","/1 Each"
"https://www.traderjoes.com/home/products/pdp/buffalo-ranch-popcorn-080927","https://www.traderjoes.com/content/dam/trjo/products/m21001/80927.png/jcr:content/renditions/cq5dam.web.1280.1280","Chips, Crackers & Crunchy Bites","https://www.traderjoes.com/home/products/category/chips-crackers-crunchy-bites-170","Buffalo Ranch Popcorn","$2.99","/5 Oz"
"https://www.traderjoes.com/home/products/pdp/margherita-pizza-080530","https://www.traderjoes.com/content/dam/trjo/products/m20602/80530.png/jcr:content/renditions/cq5dam.web.1280.1280","Entrées & Sides","https://www.traderjoes.com/home/products/category/entrees-sides-101","Margherita Pizza","$4.99","/15 Oz"
"https://www.traderjoes.com/home/products/pdp/roasted-green-vegetables-081060","https://www.traderjoes.com/content/dam/trjo/products/m20501/81060.png/jcr:content/renditions/cq5dam.web.1280.1280","Salads, Soups & Sides","https://www.traderjoes.com/home/products/category/salads-soups-sides-83","Roasted Green Vegetables","$4.99","/12 Oz"
"https://www.traderjoes.com/home/products/pdp/fiesta-salad-with-shrimp-081837","https://www.traderjoes.com/content/dam/trjo/products/m20501/81837.png/jcr:content/renditions/cq5dam.web.1280.1280","Salads, Soups & Sides","https://www.traderjoes.com/home/products/category/salads-soups-sides-83","Fiesta Salad with Shrimp","$6.99","/11.11 Oz"
"https://www.traderjoes.com/home/products/pdp/sour-strawberry-candy-belts-078932","https://www.traderjoes.com/content/dam/trjo/products/m21002/78932.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Sour Strawberry Candy Belts","$3.49","/10 Oz"
"https://www.traderjoes.com/home/products/pdp/spicy-pink-salt-with-crushed-red-chili-pepper-076362","https://www.traderjoes.com/content/dam/trjo/products/m20906/76362.png/jcr:content/renditions/cq5dam.web.1280.1280","Spices","https://www.traderjoes.com/home/products/category/spices-155","Spicy Pink Salt with Crushed Red Chili Pepper","$1.99","/7 Oz"
"https://www.traderjoes.com/home/products/pdp/fine-grain-pink-salt-076300","https://www.traderjoes.com/content/dam/trjo/products/m20906/76300.png/jcr:content/renditions/cq5dam.web.1280.1280","Spices","https://www.traderjoes.com/home/products/category/spices-155","Fine Grain Pink Salt","$1.69","/17.6 Oz"
"https://www.traderjoes.com/home/products/pdp/okonomiyaki-japanese-vegetable-pancake-079679","https://www.traderjoes.com/content/dam/trjo/products/m20602/79679.png/jcr:content/renditions/cq5dam.web.1280.1280","Entrées & Sides","https://www.traderjoes.com/home/products/category/entrees-sides-101","Okonomiyaki Japanese Vegetable Pancake","$4.99","/10.2 Oz"
"https://www.traderjoes.com/home/products/pdp/japanese-mini-taiyaki-075997","https://www.traderjoes.com/content/dam/trjo/products/m20601/75997.png/jcr:content/renditions/cq5dam.web.1280.1280","Appetizers","https://www.traderjoes.com/home/products/category/appetizers-98","Japanese Mini Taiyaki","$4.99","/7.89 Oz"
"https://www.traderjoes.com/home/products/pdp/balsamic-vinaigrette-072499","https://www.traderjoes.com/content/dam/trjo/products/m20405/72499.png/jcr:content/renditions/cq5dam.web.1280.1280","Dressing & Seasoning","https://www.traderjoes.com/home/products/category/dressing-seasoning-74","Balsamic Vinaigrette","$2.99","/12 Fl Oz"
"https://www.traderjoes.com/home/products/pdp/pineapple-teriyaki-chicken-meatballs-081225","https://www.traderjoes.com/content/dam/trjo/products/m20802/81225.png/jcr:content/renditions/cq5dam.web.1280.1280","Chicken & Turkey","https://www.traderjoes.com/home/products/category/chicken-turkey-128","Pineapple Teriyaki Chicken Meatballs","$4.29","/12 Oz"
"https://www.traderjoes.com/home/products/pdp/garlic-butter-irish-potato-chips-079817","https://www.traderjoes.com/content/dam/trjo/products/m21001/79817.png/jcr:content/renditions/cq5dam.web.1280.1280","Chips, Crackers & Crunchy Bites","https://www.traderjoes.com/home/products/category/chips-crackers-crunchy-bites-170","Garlic Butter Irish Potato Chips","$2.99","/5.5 Oz"
"https://www.traderjoes.com/home/products/pdp/bbq-chicken-pizza-090460","https://www.traderjoes.com/content/dam/trjo/products/m20602/90460.png/jcr:content/renditions/cq5dam.web.1280.1280","Entrées & Sides","https://www.traderjoes.com/home/products/category/entrees-sides-101","BBQ Chicken Pizza","$5.99","/13 Oz"
"https://www.traderjoes.com/home/products/pdp/golden-rounds-crackers-094889","https://www.traderjoes.com/content/dam/trjo/products/m21001/94889-golden-rounds-crackers.png/jcr:content/renditions/cq5dam.web.1280.1280","Chips, Crackers & Crunchy Bites","https://www.traderjoes.com/home/products/category/chips-crackers-crunchy-bites-170","Golden Rounds Crackers","$2.99","/12 Oz"
"https://www.traderjoes.com/home/products/pdp/cambozola-triple-cream-cheese-031883","https://www.traderjoes.com/content/dam/trjo/products/m20203/31883.png/jcr:content/renditions/cq5dam.web.1280.1280","Wedges, Wheels, Loaves, Logs","https://www.traderjoes.com/home/products/category/wedges-wheels-loaves-logs-38","Cambozola® Triple Cream Cheese","$14.99","/1 Lb"
"https://www.traderjoes.com/home/products/pdp/sharp-cheddar-cheese-cracker-cuts-095426","https://www.traderjoes.com/content/dam/trjo/products/m20201/95426.png/jcr:content/renditions/cq5dam.web.1280.1280","Slices, Shreds, Crumbles","https://www.traderjoes.com/home/products/category/slices-shreds-crumbles-32","Sharp Cheddar Cheese Cracker Cuts","$3.99","/10 Oz"
"https://www.traderjoes.com/home/products/pdp/raisin-rosemary-crisps-095281","https://www.traderjoes.com/content/dam/trjo/products/m21001/95281.png/jcr:content/renditions/cq5dam.web.1280.1280","Chips, Crackers & Crunchy Bites","https://www.traderjoes.com/home/products/category/chips-crackers-crunchy-bites-170","Raisin Rosemary Crisps","$3.99","/5.3 Oz"
"https://www.traderjoes.com/home/products/pdp/tom-yum-seasoned-snack-mix-078103","https://www.traderjoes.com/content/dam/trjo/products/m21001/78103.png/jcr:content/renditions/cq5dam.web.1280.1280","Chips, Crackers & Crunchy Bites","https://www.traderjoes.com/home/products/category/chips-crackers-crunchy-bites-170","Tom Yum Seasoned Snack Mix","$3.79","/5.29 Oz"
"https://www.traderjoes.com/home/products/pdp/gold-aceto-balsamico-di-modena-053743","https://www.traderjoes.com/content/dam/trjo/products/m20904/53743.png/jcr:content/renditions/cq5dam.web.1280.1280","Oils & Vinegars","https://www.traderjoes.com/home/products/category/oils-vinegars-149","Gold Aceto Balsamico Di Modena","$4.99","/8.5 Fl Oz"
"https://www.traderjoes.com/home/products/pdp/balsamic-vinegar-of-modena-058036","https://www.traderjoes.com/content/dam/trjo/products/m20904/58036.png/jcr:content/renditions/cq5dam.web.1280.1280","Oils & Vinegars","https://www.traderjoes.com/home/products/category/oils-vinegars-149","Balsamic Vinegar of Modena","$2.79","/16.9 Fl Oz"
"https://www.traderjoes.com/home/products/pdp/strawberry-mochi-064499","https://www.traderjoes.com/content/dam/trjo/products/m20604/64499.png/jcr:content/renditions/cq5dam.web.1280.1280","Cool Desserts","https://www.traderjoes.com/home/products/category/cool-desserts-107","Strawberry Mochi","$4.99","/6.8 Oz"
"https://www.traderjoes.com/home/products/pdp/spanish-inspired-charcuteria-078733","https://www.traderjoes.com/content/dam/trjo/products/m20801/78733.png/jcr:content/renditions/cq5dam.web.1280.1280","Beef, Pork & Lamb","https://www.traderjoes.com/home/products/category/beef-pork-lamb-125","Spanish Inspired Charcuteria","$5.99","/6 Oz"
"https://www.traderjoes.com/home/products/pdp/energy-bar-peanut-butter-077616","https://www.traderjoes.com/content/dam/trjo/products/m21004/77616.png/jcr:content/renditions/cq5dam.web.1280.1280","Bars, Jerky &… Surprises","https://www.traderjoes.com/home/products/category/bars-jerky-surprises-179","Energy Bar Peanut Butter","$1.19","/2.4 Oz"
"https://www.traderjoes.com/home/products/pdp/caro-sugo-italian-tomato-basil-pasta-sauce-079753","https://www.traderjoes.com/content/dam/trjo/products/m20402/79753.png/jcr:content/renditions/cq5dam.web.1280.1280","BBQ, Pasta, Simmer","https://www.traderjoes.com/home/products/category/bbq-pasta-simmer-65","Caro Sugo Italian Tomato Basil Pasta Sauce","$4.99","/24.3 Oz"
"https://www.traderjoes.com/home/products/pdp/energy-bar-chocolate-chip-077618","https://www.traderjoes.com/content/dam/trjo/products/m21004/77618.png/jcr:content/renditions/cq5dam.web.1280.1280","Bars, Jerky &… Surprises","https://www.traderjoes.com/home/products/category/bars-jerky-surprises-179","Energy Bar Chocolate Chip","$1.19","/2.4 Oz"
"https://www.traderjoes.com/home/products/pdp/seville-orange-marmalade-fruit-spread-079516","https://www.traderjoes.com/content/dam/trjo/products/m20903/79516.png/jcr:content/renditions/cq5dam.web.1280.1280","Nut Butters & Fruit Spreads","https://www.traderjoes.com/home/products/category/nut-butters-fruit-spreads-146","Seville Orange Marmalade Fruit Spread","$2.99","/7.57 Oz"
"https://www.traderjoes.com/home/products/pdp/macaron-ice-cream-sandwiches-077977","https://www.traderjoes.com/content/dam/trjo/products/m20604/77977.png/jcr:content/renditions/cq5dam.web.1280.1280","Cool Desserts","https://www.traderjoes.com/home/products/category/cool-desserts-107","Macaron Ice Cream Sandwiches","$4.99","/9.47 Fl Oz"
"https://www.traderjoes.com/home/products/pdp/easter-joe-joes-081073","https://www.traderjoes.com/content/dam/trjo/products/m21002/81073.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Easter Joe-Joe's","$3.99","/3.6 Oz"
"https://www.traderjoes.com/home/products/pdp/chevre-with-fine-herbs-088544","https://www.traderjoes.com/content/dam/trjo/products/m20203/88544.png/jcr:content/renditions/cq5dam.web.1280.1280","Wedges, Wheels, Loaves, Logs","https://www.traderjoes.com/home/products/category/wedges-wheels-loaves-logs-38","Chevre with Fine Herbs","$3.29","/5 Oz"
"https://www.traderjoes.com/home/products/pdp/crispy-crunchy-chocolate-chip-cookies-010727","https://www.traderjoes.com/content/dam/trjo/products/m21002/10727.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Crispy Crunchy Chocolate Chip Cookies","$6.49","/18 Oz"
"https://www.traderjoes.com/home/products/pdp/dark-chocolate-covered-powerberries-099425","https://www.traderjoes.com/content/dam/trjo/products/m21002/99425.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Dark Chocolate Covered Powerberries","$4.99","/8 Oz"
"https://www.traderjoes.com/home/products/pdp/fruity-gummy-candies-070186","https://www.traderjoes.com/content/dam/trjo/products/m21002/70186.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Fruity Gummy Candies","$2.29","/7 Oz"
"https://www.traderjoes.com/home/products/pdp/aussie-style-chocolate-creme-sandwich-cookies-064582","https://www.traderjoes.com/content/dam/trjo/products/m21002/64582.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Aussie-Style Chocolate Crème Sandwich Cookies","$3.49","/7.05 Oz"
"https://www.traderjoes.com/home/products/pdp/ataulfo-mangos-061226","https://www.traderjoes.com/content/dam/trjo/products/m20701/61226.png/jcr:content/renditions/cq5dam.web.1280.1280","Fruits","https://www.traderjoes.com/home/products/category/fruits-116","Ataulfo Mangos","$5.99","/1 Each"
"https://www.traderjoes.com/home/products/pdp/oakwood-smoked-trout-fillet-079606","https://www.traderjoes.com/content/dam/trjo/products/m20803/79606.png/jcr:content/renditions/cq5dam.web.1280.1280","Fish & Seafood","https://www.traderjoes.com/home/products/category/fish-seafood-131","Oakwood Smoked Trout Fillet","$16.99","/1 Lb"
"https://www.traderjoes.com/home/products/pdp/chocolate-truffle-eggs-080146","https://www.traderjoes.com/content/dam/trjo/products/m21002/80146.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Chocolate Truffle Eggs","$2.99","/2.22 Oz"
"https://www.traderjoes.com/home/products/pdp/break-apart-bunny-080591","https://www.traderjoes.com/content/dam/trjo/products/m21002/80591.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Break Apart Bunny","$3.99","/2.469 Oz"
"https://www.traderjoes.com/home/products/pdp/milk-chocolate-bunny-bar-080593","https://www.traderjoes.com/content/dam/trjo/products/m21002/80593.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Milk Chocolate Bunny Bar","$4.49","/3 Oz"
"https://www.traderjoes.com/home/products/pdp/shrimp-noodle-rolls-076087","https://www.traderjoes.com/content/dam/trjo/products/m20602/76087.png/jcr:content/renditions/cq5dam.web.1280.1280","Entrées & Sides","https://www.traderjoes.com/home/products/category/entrees-sides-101","Shrimp Noodle Rolls","$4.49","/9.88 Oz"
"https://www.traderjoes.com/home/products/pdp/blood-orange-mochi-081057","https://www.traderjoes.com/content/dam/trjo/products/m20604/81057.png/jcr:content/renditions/cq5dam.web.1280.1280","Cool Desserts","https://www.traderjoes.com/home/products/category/cool-desserts-107","Blood Orange Mochi","$4.99","/6.8 Oz"
"https://www.traderjoes.com/home/products/pdp/single-origin-organic-dark-chocolate-with-vanilla-bean-079714","https://www.traderjoes.com/content/dam/trjo/products/m21002/79714.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Single Origin Organic Dark Chocolate with Vanilla Bean","$2.29","/2.64 Oz"
"https://www.traderjoes.com/home/products/pdp/organic-avocados-4-count-166061","https://www.traderjoes.com/content/dam/trjo/products/m20701/66061.png/jcr:content/renditions/cq5dam.web.1280.1280","Fruits","https://www.traderjoes.com/home/products/category/fruits-116","Organic Avocados 4 count","$4.99","/1 Each"
"https://www.traderjoes.com/home/products/pdp/avocados-4-count-112550","https://www.traderjoes.com/content/dam/trjo/products/m20701/12550.png/jcr:content/renditions/cq5dam.web.1280.1280","Fruits","https://www.traderjoes.com/home/products/category/fruits-116","Avocados 4 count","$3.99","/1 Each"
"https://www.traderjoes.com/home/products/pdp/chicken-chile-verde-burritos-079689","https://www.traderjoes.com/content/dam/trjo/products/m20602/79689.png/jcr:content/renditions/cq5dam.web.1280.1280","Entrées & Sides","https://www.traderjoes.com/home/products/category/entrees-sides-101","Chicken Chile Verde Burritos","$3.99","/14 Oz"
"https://www.traderjoes.com/home/products/pdp/crispy-oatmeal-cookies-with-sea-salt-078778","https://www.traderjoes.com/content/dam/trjo/products/m21002/78778.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Crispy Oatmeal Cookies with Sea Salt","$3.99","/7 Oz"
"https://www.traderjoes.com/home/products/pdp/chocolate-coffee-flavored-granola-079723","https://www.traderjoes.com/content/dam/trjo/products/m20907/79723.png/jcr:content/renditions/cq5dam.web.1280.1280","Cereals","https://www.traderjoes.com/home/products/category/cereals-158","Chocolate Coffee Flavored Granola","$3.99","/12 Oz"
"https://www.traderjoes.com/home/products/pdp/avocado-mash-074214","https://www.traderjoes.com/content/dam/trjo/products/m20404/74214.png/jcr:content/renditions/cq5dam.web.1280.1280","Dip/Spread","https://www.traderjoes.com/home/products/category/dipspread-71","Avocado Mash","$3.49","/8 Oz"
"https://www.traderjoes.com/home/products/pdp/unsalted-dry-toasted-sliced-almonds-074181","https://www.traderjoes.com/content/dam/trjo/products/m21003/74181.png/jcr:content/renditions/cq5dam.web.1280.1280","Nuts, Dried Fruits, Seeds","https://www.traderjoes.com/home/products/category/nuts-dried-fruits-seeds-176","Unsalted Dry Toasted Sliced Almonds","$3.49","/8 Oz"
"https://www.traderjoes.com/home/products/pdp/beef-bean-cheese-burrito-080584","https://www.traderjoes.com/content/dam/trjo/products/m20503/80584.png/jcr:content/renditions/cq5dam.web.1280.1280","Entrées & Center of Plate","https://www.traderjoes.com/home/products/category/entrees-center-of-plate-89","Beef, Bean & Cheese Burrito","$4.49","/8 Oz"
"https://www.traderjoes.com/home/products/pdp/shredded-potato-hash-browns-096969","https://www.traderjoes.com/content/dam/trjo/products/m20602/96969.png/jcr:content/renditions/cq5dam.web.1280.1280","Entrées & Sides","https://www.traderjoes.com/home/products/category/entrees-sides-101","Shredded Potato Hash Browns","$2.49","/20 Oz"
"https://www.traderjoes.com/home/products/pdp/yellow-mini-sheet-cake-080742","https://www.traderjoes.com/content/dam/trjo/products/m20105/80742.png/jcr:content/renditions/cq5dam.web.1280.1280","Sweet Stuff","https://www.traderjoes.com/home/products/category/sweet-stuff-26","Yellow Mini Sheet Cake","$5.99","/14 Oz"
"https://www.traderjoes.com/home/products/pdp/lentils-077299","https://www.traderjoes.com/content/dam/trjo/products/m20902/77299.png/jcr:content/renditions/cq5dam.web.1280.1280","Packaged Fish, Meat, Fruit & Veg","https://www.traderjoes.com/home/products/category/packaged-fish-meat-fruit-veg-143","Lentils","$0.99","/15 Oz"
"https://www.traderjoes.com/home/products/pdp/pearled-couscous-092835","https://www.traderjoes.com/content/dam/trjo/products/m20901/92835.png/jcr:content/renditions/cq5dam.web.1280.1280","Pastas & Grains","https://www.traderjoes.com/home/products/category/pastas-grains-140","Pearled Couscous","$1.99","/8 Oz"
"https://www.traderjoes.com/home/products/pdp/miso-instant-ramen-soup-060411","https://www.traderjoes.com/content/dam/trjo/products/m20908/60411.png/jcr:content/renditions/cq5dam.web.1280.1280","Soup, Chili & Meals","https://www.traderjoes.com/home/products/category/soup-chili-meals-161","Miso Instant Ramen Soup","$1.89","/1.5 Oz"
"https://www.traderjoes.com/home/products/pdp/sliced-shiitake-mushrooms-079900","https://www.traderjoes.com/content/dam/trjo/products/m20603/79900.png/jcr:content/renditions/cq5dam.web.1280.1280","Fruit & Vegetables","https://www.traderjoes.com/home/products/category/fruit-vegetables-104","Sliced Shiitake Mushrooms","$3.49","/10 Oz"
"https://www.traderjoes.com/home/products/pdp/handheld-chicken-pot-pies-076360","https://www.traderjoes.com/content/dam/trjo/products/m20602/76360.png/jcr:content/renditions/cq5dam.web.1280.1280","Entrées & Sides","https://www.traderjoes.com/home/products/category/entrees-sides-101","Handheld Chicken Pot Pies","$4.49","/9 Oz"
"https://www.traderjoes.com/home/products/pdp/gomacro-timeless-treasure-salted-caramel-chocolate-chips-081417","https://www.traderjoes.com/content/dam/trjo/products/m21004/81417.png/jcr:content/renditions/cq5dam.web.1280.1280","Bars, Jerky &… Surprises","https://www.traderjoes.com/home/products/category/bars-jerky-surprises-179","GoMacro® Timeless Treasure Salted Caramel + Chocolate Chips","$2.69","/2.3 Oz"
"https://www.traderjoes.com/home/products/pdp/soft-pretzel-twists-076395","https://www.traderjoes.com/content/dam/trjo/products/m20102/76395.png/jcr:content/renditions/cq5dam.web.1280.1280","Loaves, Rolls, Buns","https://www.traderjoes.com/home/products/category/loaves-rolls-buns-17","Soft Pretzel Twists","$3.49","/14.3 Oz"
"https://www.traderjoes.com/home/products/pdp/cheesy-bagels-079365","https://www.traderjoes.com/content/dam/trjo/products/m20103/79365.png/jcr:content/renditions/cq5dam.web.1280.1280","Bagels","https://www.traderjoes.com/home/products/category/bagels-20","Cheesy Bagels","$3.49","/12 Oz"
"https://www.traderjoes.com/home/products/pdp/sandwich-rolls-078138","https://www.traderjoes.com/content/dam/trjo/products/m20102/78138.png/jcr:content/renditions/cq5dam.web.1280.1280","Loaves, Rolls, Buns","https://www.traderjoes.com/home/products/category/loaves-rolls-buns-17","Sandwich Rolls","$3.49","/12 Oz"
"https://www.traderjoes.com/home/products/pdp/70-peruvian-cacao-dark-chocolate-bar-078684","https://www.traderjoes.com/content/dam/trjo/products/m21002/78684.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","70% Peruvian Cacao Dark Chocolate Bar","$2.99","/3.5 Oz"
"https://www.traderjoes.com/home/products/pdp/yangnyeom-sauce-079548","https://www.traderjoes.com/content/dam/trjo/products/m20401/79548.png/jcr:content/renditions/cq5dam.web.1280.1280","Condiments","https://www.traderjoes.com/home/products/category/condiments-62","Yangnyeom Sauce","$3.99","/15.5 Oz"
"https://www.traderjoes.com/home/products/pdp/shishito-peppers-080336","https://www.traderjoes.com/content/dam/trjo/products/m20702/80336.png/jcr:content/renditions/cq5dam.web.1280.1280","Veggies","https://www.traderjoes.com/home/products/category/veggies-119","Shishito Peppers","$2.99","/8 Oz"
"https://www.traderjoes.com/home/products/pdp/teeny-tiny-tomatoes-067942","https://www.traderjoes.com/content/dam/trjo/products/m20702/67942.png/jcr:content/renditions/cq5dam.web.1280.1280","Veggies","https://www.traderjoes.com/home/products/category/veggies-119","Teeny Tiny Tomatoes","$1.99","/3.53 Oz"
"https://www.traderjoes.com/home/products/pdp/homestyle-angus-beef-meatballs-081242","https://www.traderjoes.com/content/dam/trjo/products/m20801/81242.png/jcr:content/renditions/cq5dam.web.1280.1280","Beef, Pork & Lamb","https://www.traderjoes.com/home/products/category/beef-pork-lamb-125","Homestyle Angus Beef Meatballs","$9.99","/20.4 Oz"
"https://www.traderjoes.com/home/products/pdp/dark-chocolate-covered-bon-bon-cookies-077732","https://www.traderjoes.com/content/dam/trjo/products/m21002/77732.png/jcr:content/renditions/cq5dam.web.1280.1280","Candies & Cookies","https://www.traderjoes.com/home/products/category/candies-cookies-173","Dark Chocolate Covered Bon Bon Cookies","$3.49","/3.52 Oz"
