"product_name","product_link","product_description","product_category","text-primary href","category","text-primary href 2","text-primary 3","text-primary href 3","comment_count","upvotes_count"
"FF Designer","https://www.producthunt.com/products/flutterflow","Generate beautiful UI designs that you can instantly edit","Design Tools","https://www.producthunt.com/topics/design-tools","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","18","227"
"Arcmark","https://www.producthunt.com/products/arcmark","Your bookmarks, attached to any browser as a sidebar","Mac","https://www.producthunt.com/topics/mac","Productivity","https://www.producthunt.com/topics/productivity","Open Source","https://www.producthunt.com/topics/open-source","24","235"
"Dropstone 3","https://www.producthunt.com/products/dropstone-2","The first multiplayer AI code editor. Now with Share Chat.","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","22","211"
"Valentine Online","https://www.producthunt.com/products/valentine-online","Personalized Valentine’s surprise page for your loved one","Dating","https://www.producthunt.com/topics/dating","Social Media","https://www.producthunt.com/topics/social-media","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","24","220"
"Layers","https://www.producthunt.com/products/layers-6","Marketing agents that know your code for better messaging","Marketing automation","https://www.producthunt.com/topics/marketing-automation","Vibe coding","https://www.producthunt.com/topics/vibe-coding","","","49","212"
"ClawdTalk","https://www.producthunt.com/products/telnyx","Your Clawdbot's first phone number.","Messaging","https://www.producthunt.com/topics/messaging","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","30","214"
"Universal-3 Pro","https://www.producthunt.com/products/assemblyai","The first of its kind promptable speech language model","API","https://www.producthunt.com/topics/api-1","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","4","221"
"Doraverse's All-in-One AI for Meetings","https://www.producthunt.com/products/doraverse-3","Meet in any language with live translations","Productivity","https://www.producthunt.com/topics/productivity","Meetings","https://www.producthunt.com/topics/meetings","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","25","216"
"Ara","https://www.producthunt.com/products/dereference-the-100x-ide","Best installer for OpenClaw agents across all your chat apps","Productivity","https://www.producthunt.com/topics/productivity","Task Management","https://www.producthunt.com/topics/task-management","Marketing","https://www.producthunt.com/topics/marketing","28","220"
"Habit Island","https://www.producthunt.com/products/habit-island","Build a Kingdom From Habits","iOS","https://www.producthunt.com/topics/ios","Productivity","https://www.producthunt.com/topics/productivity","Games","https://www.producthunt.com/topics/games","12","216"
"Obi","https://www.producthunt.com/products/obi-3","AI that runs your 1:1 onboarding calls","Customer Success","https://www.producthunt.com/topics/customer-success","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Audio","https://www.producthunt.com/topics/audio","37","211"
"Orchids 1.0","https://www.producthunt.com/products/orchids","Build any app using your existing AI subscriptions","Productivity","https://www.producthunt.com/topics/productivity","SaaS","https://www.producthunt.com/topics/saas","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","22","223"
"JDoodle.ai MCP","https://www.producthunt.com/products/jdoodle-ai","Build and deploy web apps straight from ChatGPT/Claude","Website Builder","https://www.producthunt.com/topics/website-builder","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Vibe coding","https://www.producthunt.com/topics/vibe-coding","19","209"
"Nexuscale AI","https://www.producthunt.com/products/nexuscale-ai","AI sales assistant that finds leads + books meetings for you","Email","https://www.producthunt.com/topics/email","Sales","https://www.producthunt.com/topics/sales","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","26","208"
"Flixier Generate AI Video in Timeline","https://www.producthunt.com/products/flixier","Extend shots, connect clips, generate from any frame","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Video","https://www.producthunt.com/topics/video","","","28","211"
"Replit Animated Videos","https://www.producthunt.com/products/replit","AI-Powered Motion Graphics","Design Tools","https://www.producthunt.com/topics/design-tools","Marketing","https://www.producthunt.com/topics/marketing","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","2","220"
"Relay.app Agents","https://www.producthunt.com/products/relay-app","Build an AI team that works for you","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","","","","","30","206"
"floors.js","https://www.producthunt.com/products/floors-js","Turn your website into Habbo Hotel - one script tag","Marketing","https://www.producthunt.com/topics/marketing","SaaS","https://www.producthunt.com/topics/saas","Developer Tools","https://www.producthunt.com/topics/developer-tools","26","224"
"VolumeHub","https://www.producthunt.com/products/volumehub","Per-app volume control for macOS with no driver installs","Mac","https://www.producthunt.com/topics/mac","Productivity","https://www.producthunt.com/topics/productivity","Menu Bar Apps","https://www.producthunt.com/topics/menu-bar-apps","11","208"
"MiniMax-M2.5","https://www.producthunt.com/products/minimax-m2-5","The first open model to beat Sonnet made for productivity","Open Source","https://www.producthunt.com/topics/open-source","Software Engineering","https://www.producthunt.com/topics/software-engineering","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","12","210"
"Mastra Code","https://www.producthunt.com/products/mastra","The AI coding agent that never compacts","Software Engineering","https://www.producthunt.com/topics/software-engineering","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","11","209"
"Plus AI Presentation Agent","https://www.producthunt.com/products/plus-ai-presentation-agent","AI agent that helps you design PowerPoint slides","Productivity","https://www.producthunt.com/topics/productivity","SaaS","https://www.producthunt.com/topics/saas","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","12","197"
"Ask Fellow","https://www.producthunt.com/products/fellow-app","Automate post-meeting actions from documentation to emails","Productivity","https://www.producthunt.com/topics/productivity","Meetings","https://www.producthunt.com/topics/meetings","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","8","199"
"ClawMetry for OpenClaw","https://www.producthunt.com/products/clawmetry","Real-time observability dashboard for OpenClaw AI agents","Open Source","https://www.producthunt.com/topics/open-source","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","27","198"
"Prism Videos","https://www.producthunt.com/products/prism-videos","A unified workspace to generate and edit AI videos","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Photo & Video","https://www.producthunt.com/topics/photo-video","Video Art","https://www.producthunt.com/topics/video-art","35","203"
"DubStream by CAMB.AI","https://www.producthunt.com/products/dubstream-by-camb","Dub live streams in 150+ languages, instantly","Video Streaming","https://www.producthunt.com/topics/video-streaming","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Live Events","https://www.producthunt.com/topics/live-events","24","187"
"Oz by Warp","https://www.producthunt.com/products/warp","Run hundreds of cloud agents in parallel","Software Engineering","https://www.producthunt.com/topics/software-engineering","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","19","198"
"keychains.dev","https://www.producthunt.com/products/keychain-dev","Give AI access to 6754+ APIs with zero credentials exposed","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Security","https://www.producthunt.com/topics/security","18","187"
"IronClaw","https://www.producthunt.com/products/ironclaw","Secure, open-source alternative to OpenClaw","Open Source","https://www.producthunt.com/topics/open-source","Privacy","https://www.producthunt.com/topics/privacy","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","28","221"
"GitHub Agent HQ","https://www.producthunt.com/products/github","Run Claude, Codex & Copilot directly in GitHub & VS Code","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","GitHub","https://www.producthunt.com/topics/github","Development","https://www.producthunt.com/topics/development","5","198"
"Edgee","https://www.producthunt.com/products/edgee","The AI Gateway that TL;DR tokens","Software Engineering","https://www.producthunt.com/topics/software-engineering","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","58","195"
"Video Forms","https://www.producthunt.com/products/video-forms","Embed questionnaires in videos to create interactive forms","User Experience","https://www.producthunt.com/topics/user-experience","UX Design","https://www.producthunt.com/topics/ux-design","Video","https://www.producthunt.com/topics/video","21","192"
"Termsy","https://www.producthunt.com/products/termsy","Scans terms and conditions for you","Chrome Extensions","https://www.producthunt.com/topics/chrome-extensions","User Experience","https://www.producthunt.com/topics/user-experience","Privacy","https://www.producthunt.com/topics/privacy","17","192"
"Guideless","https://www.producthunt.com/products/guideless","Create AI-narrated software video guides in minutes","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Maker Tools","https://www.producthunt.com/topics/maker-tools","27","188"
"Ask Ellie","https://www.producthunt.com/products/ask-ellie","Turn Slack messages into GitHub, Jira, or Linear tickets","Slack","https://www.producthunt.com/topics/slack","Software Engineering","https://www.producthunt.com/topics/software-engineering","Developer Tools","https://www.producthunt.com/topics/developer-tools","48","182"
"Design In The Browser","https://www.producthunt.com/products/design-in-the-browser","The visual tool for frontend. Point, click, and let AI code.","Design Tools","https://www.producthunt.com/topics/design-tools","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","28","186"
"Atomic Bot","https://www.producthunt.com/products/atomic-bot","One-click OpenClaw macOS app","Productivity","https://www.producthunt.com/topics/productivity","Open Source","https://www.producthunt.com/topics/open-source","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","33","187"
"PenguinBot AI","https://www.producthunt.com/products/penguinbot-ai","Your AI-Employee Working 24/7","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Tech","https://www.producthunt.com/topics/tech","37","183"
"Visual Editing by DatoCMS","https://www.producthunt.com/products/dato-cms","Visual editing for Headless CMS","API","https://www.producthunt.com/topics/api-1","Website Builder","https://www.producthunt.com/topics/website-builder","Developer Tools","https://www.producthunt.com/topics/developer-tools","13","175"
"Unblocked Code Review","https://www.producthunt.com/products/unblocked","AI code review that knows when to chime in","Software Engineering","https://www.producthunt.com/topics/software-engineering","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","16","209"
"Portal","https://www.producthunt.com/products/portal-14","Links to try any product at any moment with no setup","Sales","https://www.producthunt.com/topics/sales","User Experience","https://www.producthunt.com/topics/user-experience","Developer Tools","https://www.producthunt.com/topics/developer-tools","23","183"
"Zavi AI - Voice to Action OS","https://www.producthunt.com/products/zavi-ai-voice-talk-to-text","Voice that types, edits, sees and takes action in every app.","Productivity","https://www.producthunt.com/topics/productivity","Writing","https://www.producthunt.com/topics/writing","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","26","164"
"Liner Write","https://www.producthunt.com/products/liner-write","Cursor for professional writing","Productivity","https://www.producthunt.com/topics/productivity","Writing","https://www.producthunt.com/topics/writing","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","24","176"
"What YC Is Really Betting On?","https://www.producthunt.com/products/what-yc-is-really-betting-on","An X-ray of 793 YC startups","Startup Books","https://www.producthunt.com/topics/startup-books","Venture Capital","https://www.producthunt.com/topics/venture-capital","Startup Lessons","https://www.producthunt.com/topics/startup-lessons","18","175"
"Snap","https://www.producthunt.com/products/snap-8","The floating dock for developers","Design Tools","https://www.producthunt.com/topics/design-tools","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","14","173"
"DemoMe","https://www.producthunt.com/products/demome","Turn screen recordings into polished demo videos instantly","Design Tools","https://www.producthunt.com/topics/design-tools","Marketing","https://www.producthunt.com/topics/marketing","Developer Tools","https://www.producthunt.com/topics/developer-tools","14","175"
"claw.fm","https://www.producthunt.com/products/claw-fm","Give your OpenClaw agent a music career.","Music","https://www.producthunt.com/topics/music","Crypto","https://www.producthunt.com/topics/crypto","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","14","169"
"One Minute News","https://www.producthunt.com/products/one-minute-news","Learning what happened around the world in one minute.","Productivity","https://www.producthunt.com/topics/productivity","News","https://www.producthunt.com/topics/news","Local news","https://www.producthunt.com/topics/local-news","31","170"
"Total addressable Market calculator","https://www.producthunt.com/products/hunter","Calculate your TAM from 100M+ real companies","Sales","https://www.producthunt.com/topics/sales","Marketing","https://www.producthunt.com/topics/marketing","Business Intelligence","https://www.producthunt.com/topics/business-intelligence","23","168"
"GPT-5.3-Codex","https://www.producthunt.com/products/openai","Expanding Codex to the full spectrum of computer work","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Development","https://www.producthunt.com/topics/development","4","175"
"WANotifier","https://www.producthunt.com/products/wanotifier","All-in-one WhatsApp marketing & automation tool","Messaging","https://www.producthunt.com/topics/messaging","Marketing","https://www.producthunt.com/topics/marketing","SaaS","https://www.producthunt.com/topics/saas","15","157"
"Lightfern for Email","https://www.producthunt.com/products/lightfern","The telepathic AI writing tool","Email","https://www.producthunt.com/topics/email","Writing","https://www.producthunt.com/topics/writing","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","46","170"
"Grok Imagine 1.0","https://www.producthunt.com/products/grok-com-beta","It’s never been easier to bring your ideas to life.","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Video","https://www.producthunt.com/topics/video","9","162"
"OpenAI Frontier","https://www.producthunt.com/products/openai","Operate AI coworkers on a single enterprise platform","SaaS","https://www.producthunt.com/topics/saas","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Business","https://www.producthunt.com/topics/business","5","169"
"Kling 3.0","https://www.producthunt.com/products/kling-ai-4","Native 4K output with extended video time with just a prompt","Design Tools","https://www.producthunt.com/topics/design-tools","Photo & Video","https://www.producthunt.com/topics/photo-video","","","4","160"
"JumprAI","https://www.producthunt.com/products/jumprai","Find any moment inside YouTube videos with AI search","Chrome Extensions","https://www.producthunt.com/topics/chrome-extensions","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","YouTube","https://www.producthunt.com/topics/youtube","19","160"
"What's Up With That?","https://www.producthunt.com/products/what-s-up-with-that","Get instant insights about the topic you're reading about","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","","","15","162"
"Moltweet","https://www.producthunt.com/products/moltweet","Twitter for AI Agents","Twitter","https://www.producthunt.com/topics/twitter","Marketing","https://www.producthunt.com/topics/marketing","Entertainment","https://www.producthunt.com/topics/entertainment","9","170"
"Optibase: Beyond A/B Testing","https://www.producthunt.com/products/a-b-testing-for-webflow","Run A/B, split, and multivariate tests directly in Webflow","A/B Testing","https://www.producthunt.com/topics/a-b-testing","Marketing","https://www.producthunt.com/topics/marketing","Data & Analytics","https://www.producthunt.com/topics/data-analytics","15","162"
"Quash","https://www.producthunt.com/products/quash-intent-driven-mobile-testing","A mobile QA agent that runs tests without scripts","Software Engineering","https://www.producthunt.com/topics/software-engineering","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","No-Code","https://www.producthunt.com/topics/no-code","40","159"
"Agent Bar","https://www.producthunt.com/products/agent-bar","Run Claude Code from your menu bar","Mac","https://www.producthunt.com/topics/mac","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","3","162"
"OpenHunt","https://www.producthunt.com/products/openhunt","AI-native launch layer for the post-algorithm internet","Marketing","https://www.producthunt.com/topics/marketing","SaaS","https://www.producthunt.com/topics/saas","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","13","160"
"Sway","https://www.producthunt.com/products/sway-12","Turn spoken thoughts into clear structure.","Productivity","https://www.producthunt.com/topics/productivity","Writing","https://www.producthunt.com/topics/writing","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","42","153"
"GLM-5","https://www.producthunt.com/products/z-ai","Open-weights model for long-horizon agentic engineering","Open Source","https://www.producthunt.com/topics/open-source","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Development","https://www.producthunt.com/topics/development","6","166"
"Voice Anywhere","https://www.producthunt.com/products/voice-anywhere-write-by-voice","A floating mic that turns your speech into text anywhere","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Audio","https://www.producthunt.com/topics/audio","14","156"
"Macky","https://www.producthunt.com/products/macky-2","Connect to your Mac terminal from iPhone","Developer Tools","https://www.producthunt.com/topics/developer-tools","Tech","https://www.producthunt.com/topics/tech","","","7","160"
"NotchPrompt","https://www.producthunt.com/products/notchprompt","The invisible teleprompter that lives in your MacBook Notch.","GitHub","https://www.producthunt.com/topics/github","Menu Bar Apps","https://www.producthunt.com/topics/menu-bar-apps","","","16","147"
"Sheetful","https://www.producthunt.com/products/sheetful-co","Build robust REST APIs with Google Sheets for free","API","https://www.producthunt.com/topics/api-1","Spreadsheets","https://www.producthunt.com/topics/spreadsheets","Developer Tools","https://www.producthunt.com/topics/developer-tools","6","149"
"Reavion","https://www.producthunt.com/products/reavion","Autonomous browser agents for outbound and GTM execution","SaaS","https://www.producthunt.com/topics/saas","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Marketing automation","https://www.producthunt.com/topics/marketing-automation","25","155"
"PinMe","https://www.producthunt.com/products/pinme","Zero-config frontend deployment with no servers or setup","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","9","150"
"Hacker News for macOS","https://www.producthunt.com/products/hacker-news-for-macos","A native macOS client for Hacker News, built with SwiftUI","News","https://www.producthunt.com/topics/news","Open Source","https://www.producthunt.com/topics/open-source","Developer Tools","https://www.producthunt.com/topics/developer-tools","10","154"
"Apple Creator Studio","https://www.producthunt.com/products/apple","Powerful creativity apps and premium productivity features","Design Tools","https://www.producthunt.com/topics/design-tools","Music","https://www.producthunt.com/topics/music","Apple","https://www.producthunt.com/topics/apple","8","157"
"OpenClawCity","https://www.producthunt.com/products/openclawcity","A persistent city where AI agents live, create, and evolve","Music","https://www.producthunt.com/topics/music","API","https://www.producthunt.com/topics/api-1","Games","https://www.producthunt.com/topics/games","19","155"
"Walme Wallet","https://www.producthunt.com/products/walme-wallet","A unified hub for all your Web3 wallets","Android","https://www.producthunt.com/topics/android","Crypto","https://www.producthunt.com/topics/crypto","Web3","https://www.producthunt.com/topics/web3","30","148"
"Scout Program","https://www.producthunt.com/products/scout-program","Fantasy Sports for Early-Stage Investing with real money","Investing","https://www.producthunt.com/topics/investing","Tech","https://www.producthunt.com/topics/tech","Games","https://www.producthunt.com/topics/games","8","149"
"Hush","https://www.producthunt.com/products/hush-screen-share-focus-blur-desktop","Blur your messy desktop to hide it during screen sharing","Productivity","https://www.producthunt.com/topics/productivity","Menu Bar Apps","https://www.producthunt.com/topics/menu-bar-apps","Remote Work","https://www.producthunt.com/topics/remote-work","30","147"
"Model Council in Perplexity","https://www.producthunt.com/products/perplexity-ai","Consult a council of multiple frontier models at once","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Search","https://www.producthunt.com/topics/search","4","155"
"Mercury 2","https://www.producthunt.com/products/mercury-412","Fastest reasoning LLM built for instant production AI","API","https://www.producthunt.com/topics/api-1","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Development","https://www.producthunt.com/topics/development","5","152"
"Willow for Developers","https://www.producthunt.com/products/willow-voice","Dictation for Cursor & AI IDEs, the fastest way to vibe code","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","Vibe coding","https://www.producthunt.com/topics/vibe-coding","9","146"
"PulseKit","https://www.producthunt.com/products/pulsekit","Your key metrics, as widgets across your Apple devices","Productivity","https://www.producthunt.com/topics/productivity","Analytics","https://www.producthunt.com/topics/analytics","Business Intelligence","https://www.producthunt.com/topics/business-intelligence","18","151"
"Overlead","https://www.producthunt.com/products/overlead","Find customers who are literally asking for your product","Marketing","https://www.producthunt.com/topics/marketing","Advertising","https://www.producthunt.com/topics/advertising","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","17","144"
"YAP","https://www.producthunt.com/products/yap-2","YAP teaches you to speak a language, not tap it.","Android","https://www.producthunt.com/topics/android","Education","https://www.producthunt.com/topics/education","Languages","https://www.producthunt.com/topics/languages","16","150"
"Scribeist V2","https://www.producthunt.com/products/scribeist","Write without switching tools","Productivity","https://www.producthunt.com/topics/productivity","Writing","https://www.producthunt.com/topics/writing","Notes","https://www.producthunt.com/topics/notes","22","138"
"Marketing Agents Squad","https://www.producthunt.com/products/marketing-agents-squad","Find AI agents to delegate your daily marketing grind","Marketing","https://www.producthunt.com/topics/marketing","","","","","15","145"
"Product Front","https://www.producthunt.com/products/product-front","A place to get discovered faster and discover new products","Sales","https://www.producthunt.com/topics/sales","Marketing","https://www.producthunt.com/topics/marketing","Growth Hacks","https://www.producthunt.com/topics/growth-hacks","23","142"
"OpenGraph+","https://www.producthunt.com/products/opengraph","Automatic Open Graph images for every page","Design Tools","https://www.producthunt.com/topics/design-tools","Social Media","https://www.producthunt.com/topics/social-media","Marketing","https://www.producthunt.com/topics/marketing","21","145"
"chowder.dev","https://www.producthunt.com/products/chowder-2","Single API for launching OpenClaw instances.","API","https://www.producthunt.com/topics/api-1","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","12","146"
"Compressor","https://www.producthunt.com/products/compressor-2","The fastest video compressor for Android.","Android","https://www.producthunt.com/topics/android","GitHub","https://www.producthunt.com/topics/github","Video","https://www.producthunt.com/topics/video","17","143"
"claude-devtools","https://www.producthunt.com/products/claude-devtools","See everything Claude Code hides from your terminal","Open Source","https://www.producthunt.com/topics/open-source","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","11","146"
"Typeletter","https://www.producthunt.com/products/typeletter-letters-to-the-soul","Turn your browser into a cozy, nostalgic writing nook","Productivity","https://www.producthunt.com/topics/productivity","Writing","https://www.producthunt.com/topics/writing","Tech","https://www.producthunt.com/topics/tech","10","144"
"Miro MCP","https://www.producthunt.com/products/miro","Turn code into visual docs, board context into code","Software Engineering","https://www.producthunt.com/topics/software-engineering","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","16","141"
"Enough Cream","https://www.producthunt.com/products/enough-cream","Perfect coffee, every time.","iOS","https://www.producthunt.com/topics/ios","Coffee","https://www.producthunt.com/topics/coffee","","","14","142"
"Seagull","https://www.producthunt.com/products/seagull-subtitles-for-everything","Real-time translation overlay for all your computer audio.","Languages","https://www.producthunt.com/topics/languages","Audio","https://www.producthunt.com/topics/audio","Video","https://www.producthunt.com/topics/video","22","139"
"CRML","https://www.producthunt.com/products/crml","CRML is a declaritive language for writing cyberrisk as code","Open Source","https://www.producthunt.com/topics/open-source","Languages","https://www.producthunt.com/topics/languages","GitHub","https://www.producthunt.com/topics/github","26","135"
"Meteorite","https://www.producthunt.com/products/meteorite-2","A minimal & frictionless menu bar notetaker for macOS","Productivity","https://www.producthunt.com/topics/productivity","Notes","https://www.producthunt.com/topics/notes","Menu Bar Apps","https://www.producthunt.com/topics/menu-bar-apps","28","147"
"Design Rails","https://www.producthunt.com/products/design-rails-ai-native-brand-in-mins","Get an agent-ready brand in minutes","Design Tools","https://www.producthunt.com/topics/design-tools","Developer Tools","https://www.producthunt.com/topics/developer-tools","Vibe coding","https://www.producthunt.com/topics/vibe-coding","26","143"
"Sunday","https://www.producthunt.com/products/sunday-the-book-quotes-collector","The beautiful way to save and collect your books quotes","iOS","https://www.producthunt.com/topics/ios","Productivity","https://www.producthunt.com/topics/productivity","Books","https://www.producthunt.com/topics/books","25","136"
"Hyta","https://www.producthunt.com/products/hyta","AI Training Signals from Real Human Activity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Data","https://www.producthunt.com/topics/data","","","10","136"
"Heuris","https://www.producthunt.com/products/heuris","Claude meets Wikipedia, for curious people","iOS","https://www.producthunt.com/topics/ios","Education","https://www.producthunt.com/topics/education","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","9","139"
"lemonpod.ai","https://www.producthunt.com/products/lemonpod-ai","Your daily life recap, narrated as a personal AI podcast","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Entertainment","https://www.producthunt.com/topics/entertainment","29","139"
"HyNote End-to-End Publish","https://www.producthunt.com/products/hynote-ai","Turns any meeting, PDF, or file into presentable insights","Notes","https://www.producthunt.com/topics/notes","Meetings","https://www.producthunt.com/topics/meetings","Audio","https://www.producthunt.com/topics/audio","37","137"
"Travel Animator","https://www.producthunt.com/products/travel-animator","Name every stop your way with Place Labels","Travel","https://www.producthunt.com/topics/travel","Maps","https://www.producthunt.com/topics/maps","Video","https://www.producthunt.com/topics/video","15","136"
"Logo Link by Brand.dev","https://www.producthunt.com/products/brand-dev","Display any company logo with a single URL. No API needed.","API","https://www.producthunt.com/topics/api-1","","","","","12","132"
"Kollect Voice Agent","https://www.producthunt.com/products/kollect-voice-agent","AI that feels human","Open Source","https://www.producthunt.com/topics/open-source","Marketing","https://www.producthunt.com/topics/marketing","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","14","135"
"Empirical Health for web","https://www.producthunt.com/products/empirical-health","Comprehensive preventive heart health solution scaled w/ AI","Web App","https://www.producthunt.com/topics/web-app","Health & Fitness","https://www.producthunt.com/topics/health-fitness","","","9","130"
"Calendarly","https://www.producthunt.com/products/calendarly-calendar-on-lock-screen","Turn your calendar into a live Lock Screen wallpaper","iOS","https://www.producthunt.com/topics/ios","Calendar","https://www.producthunt.com/topics/calendar","Wallpaper","https://www.producthunt.com/topics/wallpaper","17","138"
"Bazaar V4","https://www.producthunt.com/products/bazaar-2","AI motion graphics and video generator","Marketing","https://www.producthunt.com/topics/marketing","Tech","https://www.producthunt.com/topics/tech","Video","https://www.producthunt.com/topics/video","19","138"
"FocalRead","https://www.producthunt.com/products/focalread-speed-read-anything","Turn articles, eBooks & social threads into speed reading","eBook Reader","https://www.producthunt.com/topics/ebook-reader","Productivity","https://www.producthunt.com/topics/productivity","Books","https://www.producthunt.com/topics/books","14","137"
"Woise","https://www.producthunt.com/products/woise-2","AI Voice & Screen Recording Tool for Websites","Customer Success","https://www.producthunt.com/topics/customer-success","Customer Communication","https://www.producthunt.com/topics/customer-communication","SaaS","https://www.producthunt.com/topics/saas","10","134"
"Sylvian AI Forms","https://www.producthunt.com/products/sylvian-excel-agent","Never fill a PDF by hand again","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","","","19","133"
"SearchSeal","https://www.producthunt.com/products/searchseal","Track what AI says about your brand. Get recommended.","Marketing","https://www.producthunt.com/topics/marketing","SEO","https://www.producthunt.com/topics/seo","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","17","128"
"Evra","https://www.producthunt.com/products/evra-your-ai-therapy-companion","Talk, vent, and feel better with 24/7 AI therapy","Health & Fitness","https://www.producthunt.com/topics/health-fitness","Productivity","https://www.producthunt.com/topics/productivity","Health","https://www.producthunt.com/topics/health","25","127"
"Postproxy","https://www.producthunt.com/products/postproxy","One API to publish to Instagram, TikTok, Youtube and others","API","https://www.producthunt.com/topics/api-1","Social Media","https://www.producthunt.com/topics/social-media","Developer Tools","https://www.producthunt.com/topics/developer-tools","10","135"
