"content-center href","rounded-2xl src","inline","flex","text-xs","text-xs 2","line-clamp-1","styles_tooltip-text__bYBqF","line-clamp-1 2","styles_tooltip-text__bYBqF 2","mr-2","mr-2 href","whitespace-nowrap","pl-1","pl-1 2","pl-1 3","text-xs 3","line-clamp-1 3","inline-flex","mr-2 2","mr-2 href 2","whitespace-nowrap 2","pl-1 4","text-xs 5","mr-2 3","mr-2 href 3","whitespace-nowrap 3","pl-1 5","pl-1 6","text-xs 7"
"https://wellfound.com/company/balanx-bio","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10780684-780b2e11566ecb8ac7457e49d96bf1fb-medium_jpg.jpg?buster=1765183577","BALANX-Bio","Actively Hiring","AI-driven health digital twin system for women's health","51-200 Employees","Responds within three weeks","Based on past data, BALANX-Bio usually responds to incoming applications within three weeks","","","iOS Frontend Engineer (unpaid)","https://wellfound.com/jobs/3846493-ios-frontend-engineer-unpaid","","No equity","Remote only • Everywhere","2 years of exp","3 weeks ago","","","Data Engineer Intern (unpaid)","https://wellfound.com/jobs/3828970-data-engineer-intern-unpaid","","No equity","1 month ago","Product Design Engineer (unpaid)","https://wellfound.com/jobs/3807623-product-design-engineer-unpaid","","Remote only • Everywhere","2 years of exp","1 month ago"
"https://wellfound.com/company/groundsignal","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/685854-83067c72539dd5cc3501e2d79f21e9a8-medium_jpg.jpg?buster=1430423796","Ground Signal","Actively Hiring","Sales optimization for the Alcohol industry","11-50 Employees","Top 10% of responders","Ground Signal is in the top 10% of companies in terms of response time to applications","Responds within two weeks","Based on past data, Ground Signal usually responds to incoming applications within two weeks","Director of Data Engineering","https://wellfound.com/jobs/3617320-director-of-data-engineering","Full-time","$170k – $250k • 0.0% – 0.01%","Remote only • United States","5-1 years of exp","5 days ago","B2B","+1","Data Insights Engineer","https://wellfound.com/jobs/2681142-data-insights-engineer","Full-time","$80k – $110k • No equity","5 days ago","AI-Forward Software Engineer","https://wellfound.com/jobs/3612864-ai-forward-software-engineer","Full-time","Remote only • United States","2-1 years of exp","5 days ago"
"https://wellfound.com/company/trialspark","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/1175184-8b29bb129b59933cf6de022e013f9c33-medium_jpg.jpg?buster=1589305980","TrialSpark","Actively Hiring","Our mission is to bring new treatments to patients faster and more efficiently","51-200 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Senior Data Engineer II - Electronic Health Records (EHR)","https://wellfound.com/jobs/3548184-senior-data-engineer-ii-electronic-health-records-ehr","Full-time","Boston","","","3 months ago","Top Investors","+5","","","","","","","","","","",""
"https://wellfound.com/company/sigma-computing","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/1112428-c4f9b1e3b6e97c0dde5d9bdaa852acd6-medium_jpg.jpg?buster=1733984148","Sigma Computing","Actively Hiring","Modern Analytics & BI Built for the Cloud","201-500 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Software Engineer - Compiler","https://wellfound.com/jobs/3963335-software-engineer-compiler","Full-time","$170k – $235k","In office • New York City","$170k – $235k","1 day ago","Top Investors","+2","Software Engineer - Compiler","https://wellfound.com/jobs/3962487-software-engineer-compiler","Full-time","In office • San Francisco","2 days ago","Senior Security Engineer II – Cloud & Data Security","https://wellfound.com/jobs/3962469-senior-security-engineer-ii-cloud-data-security","Full-time","$210k – $240k","In office • New York City","2 days ago"
"https://wellfound.com/company/lifeatchime","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/134008-6988b6105ce539ca0ca8f2d75fdafa2b-medium_jpg.jpg?buster=1589311597","Chime","Actively Hiring","Providing financial peace of mind for millions of people","1001-5000 Employees","B2C","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Senior Software Engineer, Data Platform","https://wellfound.com/jobs/3947459-senior-software-engineer-data-platform","Full-time","$187k – $259k","San Francisco","$213k – $295k","4 days ago","Top Investors","+1","Senior Application Security Engineer","https://wellfound.com/jobs/3919935-senior-application-security-engineer","Full-time","Remote • San Francisco","1 week ago","Senior Software Engineer (Chicago)","https://wellfound.com/jobs/3829151-senior-software-engineer-chicago","Full-time","$164k – $227k","Chicago","1 month ago"
"https://wellfound.com/company/arya-health-ai","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8893445-8bab9ed9e5d43a9d8c5d8e3dd77dda43-medium_jpg.jpg?buster=1760554442","Arya Health","Actively Hiring","Re-imagining the economics of healthcare services","11-50 Employees","Responds within two weeks","Based on past data, Arya Health usually responds to incoming applications within two weeks","Early Stage","Startup in initial stages","Staff Engineer","https://wellfound.com/jobs/3907183-staff-engineer","Full-time","$230k – $290k • 0.1% – 0.4%","New York","$220k – $290k • 0.1% – 0.3%","2 weeks ago","Growing fast","","Staff Engineer","https://wellfound.com/jobs/3372538-staff-engineer","Full-time","In office • New York City","2 weeks ago","Senior Software Engineer, Data","https://wellfound.com/jobs/3372338-senior-software-engineer-data","Full-time","7 years of exp","$160k – $230k • 0.05% – 0.15%","2 weeks ago"
"https://wellfound.com/company/singlestore","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/40574-92d619b2909304031eb9818e5c8a4921-medium_jpg.jpg?buster=1603865896","SingleStore","Actively Hiring","SingleStore is one platform for all data. The future starts with The Database of  Now™","51-200 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Support Engineer | West Coast","https://wellfound.com/jobs/3971912-support-engineer-west-coast","Full-time","$105k – $140k","California","$150k – $220k","today","Top Investors","+4","Senior Software Engineer, Helios","https://wellfound.com/jobs/3797993-senior-software-engineer-helios","Full-time","Sunnyvale","1 month ago","Solutions Engineer","https://wellfound.com/jobs/3797991-solutions-engineer","Full-time","Dallas","","1 month ago"
"https://wellfound.com/company/bluecargo-logistics","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/6227057-18c7eaa03c560fd5edfbddb46b0a00c3-medium_jpg.jpg?buster=1591849470","BlueCargo (YC S18)","Actively Hiring","Freight Tech / Port Operations","11-50 Employees","Top 10% of responders","BlueCargo (YC S18) is in the top 10% of companies in terms of response time to applications","Responds within two weeks","Based on past data, BlueCargo (YC S18) usually responds to incoming applications within two weeks","Senior/Staff Backend Engineer","https://wellfound.com/jobs/3967471-senior-staff-backend-engineer","Full-time","$160k – $220k","Onsite or remote • New York City","8 years of exp","yesterday","B2B","+3","","","","","","","","","","",""
"https://wellfound.com/company/quora","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/33775-6ec9f8384d31c1179bd03c2e1455ca5a-medium_jpg.jpg?buster=1685379885","Quora","Actively Hiring","Our mission is to grow and share the world's knowledge","201-500 Employees","B2C","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Software Engineer New Grad 2025-2026 - Data Infrastructure, Quora (Remote)","https://wellfound.com/jobs/3901145-software-engineer-new-grad-2025-2026-data-infrastructure-quora-remote","Full-time","$98k – $139k","Remote • United States","$220k – $321k","yesterday","Top Investors","+2","Staff Machine Learning Engineer - Recommendations, Quora (Remote)","https://wellfound.com/jobs/3656238-staff-machine-learning-engineer-recommendations-quora-remote","Full-time","Remote only • Canada","4 weeks ago","Staff Software Engineer, Ads - Quora (Remote)","https://wellfound.com/jobs/3826553-staff-software-engineer-ads-quora-remote","Full-time","6 years of exp","$200k – $291k","1 month ago"
"https://wellfound.com/company/methodfi","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8530754-48b80af748bd8fa6c9f6f7f31ea383da-medium_jpg.jpg?buster=1734033695","Method Financial","Actively Hiring","The future of financial account connectivity","11-50 Employees","Responds within three weeks","Based on past data, Method Financial usually responds to incoming applications within three weeks","B2B","Expanding market presence","Senior Software Engineer","https://wellfound.com/jobs/3306033-senior-software-engineer","Full-time","$185k – $225k","Austin","$150k – $180k","yesterday","Growth Stage","+3","Solutions Engineer","https://wellfound.com/jobs/3900581-solutions-engineer","Full-time","Remote • San Francisco","2 weeks ago","GRC Engineer","https://wellfound.com/jobs/3872186-grc-engineer","Full-time","$125k – $160k","In office • New York","3 weeks ago"
"https://wellfound.com/company/grow-therapy","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8042601-c1415caa16e3346735fdefa1429ee606-medium_jpg.jpg?buster=1717136279","Grow Therapy","Actively Hiring","Grow enables therapists to launch their own in-network teletherapy practices","51-200 Employees","B2C","Rapidly increasing operations","Scale Stage","Showed strong hiring growth in the past month","Software Engineer - Care Data Platform","https://wellfound.com/jobs/3937335-software-engineer-care-data-platform","Full-time","$124k – $146k","New York City","$149k – $289k","6 days ago","Growing fast","","Software Engineer","https://wellfound.com/jobs/3895461-software-engineer","Full-time","Seattle","7 days ago","Senior Software Engineer, Provider Performance","https://wellfound.com/jobs/3916509-senior-software-engineer-provider-performance","Full-time","$182k – $250k","New York City","1 week ago"
"https://wellfound.com/company/join-arlo","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9952996-1d86e963649c327a488ff944754af844-medium_jpg.jpg?buster=1763152209","Arlo","Actively Hiring","Healthcare that doesn't get in the way","11-50 Employees","Top 10% of responders","Arlo is in the top 10% of companies in terms of response time to applications","Responds within a few days","Based on past data, Arlo usually responds to incoming applications within a few days","Applied AI Engineer","https://wellfound.com/jobs/3625578-applied-ai-engineer","Full-time","$210k – $230k","New York City","$200k – $220k","1 week ago","B2C","+3","Founding Software Engineer - Data Platform","https://wellfound.com/jobs/3625582-founding-software-engineer-data-platform","Full-time","New York City","3 months ago","","","","","",""
"https://wellfound.com/company/juniper-square","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/841840-a162ea072d655417e0e1b7d16bbc2318-medium_jpg.jpg?buster=1485997370","Juniper Square","Actively Hiring","Unlock the potential of every investment partnership","201-500 Employees","Responds within three weeks","Based on past data, Juniper Square usually responds to incoming applications within three weeks","B2B","Rapidly increasing operations","Software Engineer II, Accounting","https://wellfound.com/jobs/3704219-software-engineer-ii-accounting","Full-time","$120k – $155k","Remote • United States","Remote • United States","yesterday","Scale Stage","+2","AI Engineer (Intern)","https://wellfound.com/jobs/3275112-ai-engineer-intern","Full-time","$85k – $110k","1 day ago","Senior Associate, Fund Administration (Reporting Specialist)","https://wellfound.com/jobs/3876840-senior-associate-fund-administration-reporting-specialist","Full-time","Remote • United States","","3 weeks ago"
"https://wellfound.com/company/kovocredit","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8224317-b5e6c8d7d35d4ef7e446119da212bdfa-medium_jpg.jpg?buster=1739338023","Kovo","Actively Hiring","Join an early-stage startup. Accelerate economic opportunity","11-50 Employees","Top 5% of responders","Kovo is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Kovo usually responds to incoming applications within a few days","Senior Backend Engineer","https://wellfound.com/jobs/3963306-senior-backend-engineer","Full-time","$150k – $250k • 0.02% – 0.055%","Remote only • United States","5 years of exp","1 day ago","B2C","+2","Senior Product Engineer","https://wellfound.com/jobs/3938119-senior-product-engineer","Full-time","$150k – $250k • 0.02% – 0.055%","6 days ago","","","","Remote only • United States","5 years of exp",""
"https://wellfound.com/company/sagehealth","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8910040-31843c45343f0d2751f5cc99243d565e-medium_jpg.jpg?buster=1761863170","Sage","Actively Hiring","Sage provides a single, connected view of elder care with hardware & software","51-200 Employees","B2B","Expanding market presence","Growth Stage","","Senior Software Engineer - Data & Integrations","https://wellfound.com/jobs/3941043-senior-software-engineer-data-integrations","Full-time","$175k – $210k","New York City","$180k – $210k","4 days ago","","","Senior Applied Machine Learning Engineer - Detect","https://wellfound.com/jobs/3937392-senior-applied-machine-learning-engineer-detect","Full-time","New York City","6 days ago","Senior Product Manager - Hardware","https://wellfound.com/jobs/3808053-senior-product-manager-hardware","Full-time","$170k – $210k","New York City","1 month ago"
"https://wellfound.com/company/truebill","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/969483-83e6645968883892a646c56f9784759f-medium_jpg.jpg?buster=1667343368","Rocket Money","Actively Hiring","The Money App That Works for You","201-500 Employees","B2C","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Senior Full Stack Engineer, Product","https://wellfound.com/jobs/3900764-senior-full-stack-engineer-product","Full-time","$150k – $185k","Remote • New York City","$150k – $185k","2 weeks ago","Top Investors","+2","Senior Full Stack Engineer, AI & Data Products","https://wellfound.com/jobs/3885358-senior-full-stack-engineer-ai-data-products","Full-time","Remote • New York City","2 weeks ago","Senior ML Engineer, Product","https://wellfound.com/jobs/3826390-senior-ml-engineer-product","Full-time","$180k – $230k","Miami","1 month ago"
"https://wellfound.com/company/secuvy","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8121792-d57c23d739f9ba0b159cefa152637b6a-medium_jpg.jpg?buster=1701467206","Secuvy","Actively Hiring","AI to automate data security, privacy, and governance","51-200 Employees","Responds within two weeks","Based on past data, Secuvy usually responds to incoming applications within two weeks","B2B","Startup in initial stages","Sr. Software Engineer (NodeJS)","https://wellfound.com/jobs/3893896-sr-software-engineer-nodejs","Full-time","$150k – $180k • 0.1% – 1.0%","Onsite or remote • California","5 years of exp","yesterday","Early Stage","","","","","","","","","","","",""
"https://wellfound.com/company/fictiv","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/500800-fd283916c88d5e58b16d4264880de678-medium_jpg.jpg?buster=1670383576","Fictiv","Actively Hiring","A leading tech company building the future through our digital echosystem!","51-200 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Senior Software Engineer, AI Team (Oakland, CA)","https://wellfound.com/jobs/3939440-senior-software-engineer-ai-team-oakland-ca","Full-time","$160k – $200k","Oakland","","5 days ago","Top Investors","+4","","","","","","","","","","",""
"https://wellfound.com/company/feathr","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/98019-c21142748acec7bd1263287bc522d4a2-medium_jpg.jpg?buster=1589626078","Feathr","Actively Hiring","Ads. Email. Analytics. Digital Marketing, Simplified","51-200 Employees","B2B","Expanding market presence","Growth Stage","Feathr is highly rated on Glassdoor, with 4.7 out of 5 stars","Principal Backend Software Engineer","https://wellfound.com/jobs/3968055-principal-backend-software-engineer","Full-time","$145k – $165k","Remote • Gainesville","","yesterday","Highly rated","+2","","","","","","","","","","",""
"https://wellfound.com/company/nextdoor","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/50223-287035c9402a7410c27432d7336c1e67-medium_jpg.jpg?buster=1600193984","Nextdoor","Actively Hiring","Nextdoor is the private social network for your neighborhood","501-1000 Employees","B2C","Publicly traded company","Public Stage","This company has received a significant amount of investment from top investors","Software Engineer - iOS","https://wellfound.com/jobs/3755607-software-engineer-ios","Full-time","$142k – $250k","San Francisco","$270k – $300k","yesterday","Top Investors","+1","Software Engineer","https://wellfound.com/jobs/3940366-software-engineer","Full-time","San Francisco","4 days ago","Software Engineer","https://wellfound.com/jobs/3904390-software-engineer","Full-time","$214k – $214k","San Francisco","2 weeks ago"
"https://wellfound.com/company/the-farmers-dog","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/640444-010b4a61276e05fedcf6fd3677d4c9cf-medium_jpg.jpg?buster=1617052317","The Farmer's Dog","Actively Hiring","For the love of dogs, join our team!","501-1000 Employees","Top 10% of responders","The Farmer's Dog is in the top 10% of companies in terms of response time to applications","Responds within a week","Based on past data, The Farmer's Dog usually responds to incoming applications within a week","Senior Software Engineer 2","https://wellfound.com/jobs/3962043-senior-software-engineer-2","Full-time","$205k – $220k","New York City","","2 days ago","B2C","+2","","","","","","","","","","",""
"https://wellfound.com/company/lumaai","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8523506-ece59dc354b1dab79073106507351ea8-medium_jpg.jpg?buster=1636689288","Luma AI","","Lifelike 3D captures","11-50 Employees","Growth Stage","Expanding market presence","Top Investors","This company has received a significant amount of investment from top investors","Senior Machine Learning Engineer- Data","https://wellfound.com/jobs/3042066-senior-machine-learning-engineer-data","Full-time","$180k – $250k","Palo Alto","$250k – $300k","1 year ago","","","Staff Software Engineer- Data infrastructure","https://wellfound.com/jobs/3080348-staff-software-engineer-data-infrastructure","Full-time","Palo Alto","1 year ago","Senior Software Engineer- Data infrastructure","https://wellfound.com/jobs/3008223-senior-software-engineer-data-infrastructure","Full-time","$225k – $280k","Palo Alto","1 year ago"
"https://wellfound.com/company/archsystems","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/373687-e46f12a7a416a83cf54845db1d4daeac-medium_jpg.jpg?buster=1673910786","Arch Systems","Actively Hiring","Intelligent Actions for Manufacturers","51-200 Employees","Top 5% of responders","Arch Systems is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Arch Systems usually responds to incoming applications within a few days","Automation Engineer","https://wellfound.com/jobs/3962545-automation-engineer","Full-time","$45k – $65k","Remote only • India","4 years of exp","2 days ago","B2B","+1","","","","","","","","","","",""
"https://wellfound.com/company/usepepper","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/7274356-d6b6132fd11cf72f66b453d7e0d17a86-medium_jpg.jpg?buster=1580421905","Pepper","Actively Hiring","AI powered Revenue Platform for Independent Food Distributors","51-200 Employees","B2B","Expanding market presence","Growth Stage","This company has received a significant amount of investment from top investors","Senior Platform BE Engineer","https://wellfound.com/jobs/3971896-senior-platform-be-engineer","Full-time","$140k – $190k","Remote only • Canada","5 years of exp","today","Top Investors","+1","","","","","","","","","","",""
"https://wellfound.com/company/courted","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8274300-c0e2b9377e900ef061674c7de937afcf-medium_jpg.jpg?buster=1630441597","Courted","Actively Hiring","AI-powered Brokerage Talent Solutions built on top of the leading agent network","11-50 Employees","Top 5% of responders","Courted is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Courted usually responds to incoming applications within a few days","Senior Backend Engineer — Django/Python (NYC, Hybrid)","https://wellfound.com/jobs/3936470-senior-backend-engineer-django-python-nyc-hybrid","Full-time","$150k – $225k • 0.01% – 0.1%","In office • New York City","5 years of exp","7 days ago","B2B","+1","","","","","","","","","","",""
"https://wellfound.com/company/freeform-future-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8393252-e1cf689d030b6d113186edc718ff3521-medium_jpg.jpg?buster=1720827715","Freeform","Actively Hiring","Unlocking the future of innovation with autonomous metal 3D printing factories","11-50 Employees","B2B","Expanding market presence","Growth Stage","This company has received a significant amount of investment from top investors","Senior Software Engineer (Edge Data & Telemetry)","https://wellfound.com/jobs/3936390-senior-software-engineer-edge-data-telemetry","Full-time","$150k – $250k","Los Angeles","$140k – $250k","7 days ago","Top Investors","+1","Senior Software Engineer (Embedded)","https://wellfound.com/jobs/3936389-senior-software-engineer-embedded","Full-time","Los Angeles","7 days ago","Software Engineer (Edge Data & Telemetry)","https://wellfound.com/jobs/3910656-software-engineer-edge-data-telemetry","Full-time","$115k – $150k","Los Angeles","1 week ago"
"https://wellfound.com/company/just-appraised","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/4433690-04b5d06347a747a02700cecf94d952d1-medium_jpg.jpg?buster=1598894779","Just Appraised","Actively Hiring","Modern software for the public sector, powered by AI & purpose-built for local government","51-200 Employees","Top 5% of responders","Just Appraised is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Just Appraised usually responds to incoming applications within a few days","Engineering Manager","https://wellfound.com/jobs/3965727-engineering-manager","Full-time","$165k – $205k","Remote only • Canada","$120k – $150k","1 day ago","B2B","+3","Software Engineer - AI","https://wellfound.com/jobs/3921298-software-engineer-ai","Full-time","Remote only • Canada","1 week ago","Senior Software Engineer","https://wellfound.com/jobs/3921295-senior-software-engineer","Full-time","$120k – $180k","Remote only • Canada","1 week ago"
"https://wellfound.com/company/zipline-international-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/3100353-b9dc0f9a070af26296fbaf58f37d624f-medium_jpg.jpg?buster=1680554415","Zipline","Actively Hiring","Our mission is to create the global logistics system that serves all humans equally","501-1000 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Senior or Staff Software Engineer – Cloud Communications Platform","https://wellfound.com/jobs/3947495-senior-or-staff-software-engineer-cloud-communications-platform","Full-time","$180k – $250k","South San Francisco","$125k – $210k","4 days ago","Top Investors","+3","Software Engineer - Embedded Firmware","https://wellfound.com/jobs/2530678-software-engineer-embedded-firmware","Full-time","South San Francisco","1 month ago","Embedded Software Engineer (Data Platform), Autonomy","https://wellfound.com/jobs/3826402-embedded-software-engineer-data-platform-autonomy","Full-time","$175k – $210k","South San Francisco","1 month ago"
"https://wellfound.com/company/maximustribe","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/7515905-f72e13b9f92cb568a5b8191be55b0a4d-medium_jpg.jpg?buster=1627699603","Maximus","Actively Hiring","Maximus is a consumer telemedicine startup that doubles your testosterone","11-50 Employees","Top 10% of responders","Maximus is in the top 10% of companies in terms of response time to applications","Responds within two weeks","Based on past data, Maximus usually responds to incoming applications within two weeks","Lead Software Engineer / Tech Lead, Growth (Remote)","https://wellfound.com/jobs/3938121-lead-software-engineer-tech-lead-growth-remote","Full-time","$150k – $200k","Remote • San Francisco","$150k – $200k","6 days ago","B2C","+3","Lead Software Engineer / Tech Lead, Growth (Remote)","https://wellfound.com/jobs/3938120-lead-software-engineer-tech-lead-growth-remote","Full-time","Remote • Boston","6 days ago","Lead Software Engineer / Tech Lead, Growth (Remote)","https://wellfound.com/jobs/3937408-lead-software-engineer-tech-lead-growth-remote","Full-time","$150k – $200k","Remote • New York","6 days ago"
"https://wellfound.com/company/glossgenius","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/847581-bb67d26e76babe8b7e7e9562635a3add-medium_jpg.jpg?buster=1493336555","GlossGenius","Actively Hiring","The Brains Behind Beauty","11-50 Employees","Responds within three weeks","Based on past data, GlossGenius usually responds to incoming applications within three weeks","B2B","Expanding market presence","GTM Engineer","https://wellfound.com/jobs/3921517-gtm-engineer","Full-time","$140k – $175k","New York City","$200k – $236k","1 week ago","Growth Stage","+3","Software Engineer, Data Platform","https://wellfound.com/jobs/3617683-software-engineer-data-platform","Full-time","New York City","3 months ago","","","","","",""
"https://wellfound.com/company/float-com","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/95167-383e76445b50d79403203cc5718d4ee2-medium_jpg.jpg?buster=1734537617","Float","Actively Hiring","The resource planning app trusted by the world's best teams","51-200 Employees","Top 10% of responders","Float is in the top 10% of companies in terms of response time to applications","Responds within two weeks","Based on past data, Float usually responds to incoming applications within two weeks","Senior Data Platform Engineer","https://wellfound.com/jobs/3828936-senior-data-platform-engineer","Full-time","$169k – $169k","Remote • New York","","1 month ago","B2B","+1","","","","","","","","","","",""
"https://wellfound.com/company/netdocuments-8","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10869613-3a301ac35f658084c3b1f9f9c26b28e8-medium_jpg.jpg?buster=1771439614","NetDocuments","Actively Hiring","","501-1000 Employees","","","","","Staff Database Engineer","https://wellfound.com/jobs/3880540-staff-database-engineer","Full-time","$155k – $192k • No equity","Onsite or remote • Remote (United States)","7 years of exp","3 weeks ago","","","","","","","","","","","","",""
"https://wellfound.com/company/sigma-computing-2","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8346049-8f4fadd317a1d795ca33eb49faf2795d-medium_jpg.jpg?buster=1621485571","Sigma Computing","Actively Hiring","Sigma Computing is SaaS, next-generation business intelligence and data exploration platform","51-200 Employees","Growing fast","Showed strong hiring growth in the past month","","","Software Engineer - Compiler","https://wellfound.com/jobs/3962774-software-engineer-compiler","Full-time","$170k – $235k","New York City","$170k – $235k","1 day ago","","","Software Engineer - Compiler","https://wellfound.com/jobs/3962120-software-engineer-compiler","Full-time","San Francisco","2 days ago","Senior Security Engineer II – Cloud & Data Security","https://wellfound.com/jobs/3962102-senior-security-engineer-ii-cloud-data-security","Full-time","$210k – $240k","New York City","2 days ago"
